tc0418,"GUEULLETTE, Thomas-Simon","L'AMANT COCHEMARD, PARADE.",n.av.,1756,Parade,moeurs françaises,Un acte,vers,GUEULLETTE_AMANTCOCHEMARD
tc0419,"GUEULLETTE, Thomas-Simon","L'AMANT POUSSIF, FARCE EN UN ACTE.",n.av.,1756,Farce,moeurs françaises,Un acte,prose,GUEULLETTE_AMANTPOUSSIF
tc0420,"GUEULLETTE, Thomas-Simon","ARLEQUIN-PLUTON, COMÉDIE INÉDITE EN TROIS ACTES",n.av.,1719,Comédie,mythe grac,Trois actes,prose,GUEULLETTE_ARLEQUINPLUTON
tc0421,"GUEULLETTE, Thomas-Simon","CARACATACA ET CARACATAQUÉ, FARCE.",n.av.,1714,Farce,moeurs françaises,Trois actes,prose,GUEULLETTE_CARACATACA
tc0422,"GUEULLETTE, Thomas-Simon","LE CHAPEAU DE FORTUNATUS, FARCE EN UN ACTE.",n.av.,1712,Farce,moeurs françaises,Un acte,prose,GUEULLETTE_CHAPEAUDEFORTUNATUS
tc0423,"GUEULLETTE, Thomas-Simon",LA CHASTE ISABELLE,n.av.,1720,Farce,moeurs françaises,Un acte,prose,GUEULLETTE_CHASTEISABELLE
tc0424,"GUEULLETTE, Thomas-Simon","LA CONFIANCE DES COCUS, FARCE EN UN ACTE.",n.av.,1720,Parade,moeurs françaises,Un acte,prose,GUEULLETTE_CONFIANCEDESCOCUS
tc0425,"GUEULLETTE, Thomas-Simon","LES FAUSSES ENVIES, PARADE.",n.av.,1740,Farce,moeurs françaises,Trois actes,prose,GUEULLETTE_FAUSSESENVIES
tc0426,"GUEULLETTE, Thomas-Simon","ISABELLE GROSSE PAR VERTU, FARCE.",n.av.,1738,Farce,moeurs françaises,Un acte,prose,GUEULLETTE_ISABELLEGROSSEPARVERTU
tc0427,"GUEULLETTE, Thomas-Simon","LÉANDRE FIACRE, PARADE",n.av.,1720,Parade,moeurs françaises,Un acte,prose,GUEULLETTE_LEANDREFIACRE
tc0428,"GUEULLETTE, Thomas-Simon","LÉANDRE HONGRE, PARADE.",n.av.,1720,Parade,moeurs françaises,Un acte,prose,GUEULLETTE_LEANDREHONGRE
tc0429,"GUEULLETTE, Thomas-Simon","LE MARCHAND DE MERDE, PARADE.",n.av.,1720,Parade,moeurs françaises,Un acte,prose,GUEULLETTE_MARCHANDDEMERDE
tc0430,"GUEULLETTE, Thomas-Simon","PREMIÈRE PARADE, FARCE.",n.av.,1714,Farce,moeurs françaises,Trois actes,prose,GUEULLETTE_PARADE1
tc0431,"GUEULLETTE, Thomas-Simon","DEUXIÈME PARADE, FARCE.",n.av.,1715,Farce,moeurs françaises,Un acte,prose,GUEULLETTE_PARADE2
tc0432,"GUIBERT, Elisabeth","LES FILLES A MARIER, COMÉDIE EN UN ACTE EN VERS.",n.av.,1768,Comédie,moeurs françaises,Un acte,vers,GUIBERT_FILLESAMARIER
tc0433,HARNY DE GUERVILLE,"LE PETIT-MAÎTRE EN PROVINCE, COMÉDIE.",n.av.,1765,Comédie,moeurs françaises,Un acte,vers,HARNY_PETITMAITREPROVINCE
tc0434,HARNY DE GUERVILLE,"LA SYBILLE, PARODIE.",n.av.,1758,Comédie,moeurs françaises,Un acte,vers,HARNY_SYBILLE
tc0435,"HAUTEROCHE, Noël LEBRETON, sieur de","LE COCHER SUPPOSÉ, COMÉDIE.",n.av.,1684,Comédie,moeurs françaises,Un acte,prose,HAUTEROCHE_COCHERSUPPOSE
tc0436,"HENAULT d'ARMOREZAN, Charles-Jean-François","MARIUS, TRAGÉDIE",1677,1702,Tragédie,histoire romaine,Cinq actes,vers,HENAULT_MARIUSACIRTE
tc0437,"HOFFMANN, François-Benoît","L'ORIGINAL, COMÉDIE",n.av.,1797,Comédie,moeurs françaises,Un acte,mixte,HOFFMAN_ORIGINAL
tc0438,"HOFFMANN, François-Benoît","PHÈDRE, TRAGÉDIE",n.av.,1786,Opéra,mythe grec,Cinq actes,vers,HOFFMAN_PHEDRE
tc0439,"HUGO, Victor","HERNANI, OU L'HONNEUR CASTILLAN",n.av.,1830,Drame,Hitoire espagnale,Cinq actes,vers,HUGO_HERNANI
tc0440,"IMBERT, Barthélémy","L'INAUGURATION DU THÉÂTRE FRANÇAIS, COMÉDIE.",1664,1782,Comédie,moeurs françaises,Un acte,vers,IMBERT_INAUGURATION
tc0441,JAQUELIN et PHILIDOR,"PRADON, SIFFLE, BATTU ET CONTENT, COMÉDIE ANECDOTE, EN UN ACTE ET EN VAUDEVILLES.",n.av.,1800,Pastorale,Pastorale,Un acte,mixte,JACQUELINPHILIDOR_PRADON
tc0442,"LA CALPRENEDE, Gautier Costes de","LA BRADAMANTE, TRAGI-COMÉDIE.",1732,1637,Tragi-comédie,histoire médiévale,Cinq actes,vers,LACALPRENEDE_BRADAMANTE
tc0443,"LA CALPRENEDE, Gautier Costes de","LE CLARIONTE OU LE SACRIFICE SANGLANT, TRAGI-COMÉDIE. ",1732,1637,Tragi-comédie,histoire médiévale,Cinq actes,vers,LACALPRENEDE_CLARIONTE
tc0444,"LA CALPRENEDE, Gautier Costes de","LE COMTE D'ESSEX, TRAGÉDIE.",1732,1654,Tragédie,histoire anglaise,Cinq actes,vers,LACALPRENEDE_COMTEDESSEX
tc0445,"LA CALPRENEDE, Gautier Costes de","ÉDOUARD, TRAGI-COMÉDIE.",n.av.,1640,Tragi-comédie,histoire anglaise,Cinq actes,vers,LACALPRENEDE_EDOUARD
tc0446,"LA CALPRENEDE, Gautier Costes de","LA MORT DES ENFANTS D'HÉRODE OU SUITE DE MARIANE , TRAGÉDIE.",n.av.,1639,Tragédie,histoire romaine,Cinq actes,vers,LACALPRENEDE_ENFANTSDHERODE
tc0447,"LA CALPRENEDE, Gautier Costes de","HERMÉNÉGILDE, TRAGÉDIE.",1732,1644,Tragédie,histoire chrétienne,Cinq actes,prose,LACALPRENEDE_HERMENEGILDE
tc0448,"LA CALPRENEDE, Gautier Costes de","JEANNE, REINE D'ANGLETERRE. TRAGÉDIE.",n.av.,1638,Tragédie,histoire anglaise,Cinq actes,vers,LACALPRENEDE_JEANNE
tc0449,"LA CALPRENEDE, Gautier Costes de","LA MORT DE MITRIDATE, TRAGÉDIE",n.av.,1637,Tragédie,histoire romaine,Cinq actes,vers,LACALPRENEDE_MORTMITRHIDATE
tc0450,"LA CALPRENEDE, Gautier Costes de","PAHLANTE, TRAGÉDIE",n.av.,1642,Tragédie,mythe grec,Cinq actes,vers,LACALPRENEDE_PHALANTE
tc0451,"LA CHAPELLE, Jean de","ZAÏDE, TRAGÉDIE ",n.av.,1681,Tragédie,fiction mauresque,Cinq actes,vers,LACHAPELLE_ZAIDE
tc0452,"LA CROIX, Jean de","LA GUERRE COMIQUE OU LA DÉFENSE DE L'ÉCOLE DES FEMMES, COMÉDIE",1651,1664,Comédie,moeurs françaises,Un acte,vers,LACROIX_GUERRECOMIQUE
tc0453,"L'AFFICHARD, Thomas","LES ACTEURS DÉPLACÉS, OU L'AMANT COMEDIEN",n.av.,1737,Comédie,moeurs françaises,"Un acte, un prologue",mixte,LAFFICHARD_ACTEURSDEPLACES
tc0454,"LAFONT, Joesph de","LE NAUFRAGE, OU LA POMPE FUNÈBRE DE CRISPIN, COMÉDIE.",n.av.,1710,Comédie,moeurs françaises,Un acte,vers,LAFONT_NAUFRAGE
tc0455,"LA FONTAINE, Jean de","ASTRÉE, TRAGÉDIE",1691,1691,Tragédie lyrique,pastorale,"Trois actes, un prologue",vers,LAFONTAINE_ASTREE
tc0456,"LA FONTAINE, Jean de","CLIMÈNE, COMÉDIE.",1682,1671,Comédie,mythe grec,Un acte,vers,LAFONTAINE_CLIMENE
tc0457,"LA FONTAINE, Jean de","DAPHNÉ, OPÉRA.",1682,1682,Opéra,mythe grec,"Cinq actes, un prologue",vers,LAFONTAINE_DAPHNE
tc0458,"LA FONTAINE, Jean de","L'EUNUQUE, COMÉDIE.",1654,1654,Comédie,moeurs françaises,Un acte,vers,LAFONTAINE_EUNUQUE
tc0459,"LA FONTAINE, Jean de",LE FLORENTIN. COMÉDIE.,1685,1685,Comédie,moeurs italiennes,Un acte,vers,LAFONTAINE_FLORENTIN
tc0460,"LA FONTAINE, Jean de","GALATÉE, OPÉRA.",1682,1682,Opéra,mythe grec,Deux actes,vers,LAFONTAINE_GALATEE
tc0461,"LA FONTAINE, Jean de","RAGOTIN OU LE ROMAN COMIQUE, COMÉDIE.",n.av.,1684,Comédie,moeurs françaises,Cinq actes,vers,LAFONTAINE_RAGOTIN
tc0462,"LA FONTAINE, Jean de","LES RIEURS DU BEAU-RICHARD, BALLET.",1659,1659,Ballet,moeurs françaises,Un acte,vers,LAFONTAINE_RIEURSDUBEAURICHARD
tc0463,"LAFONT, Joseph de ; LESAGE, Alain-René","LA QUERELLE DES THÉÂTRES, PROLOGUE.",n.av.,1710,Prologue,moeurs françaises,Un acte,vers,LAFONTLESAGE_QUERELLEDESTHEATRES
tc0464,"LA FORGE, Jean de","LA JOUEUSE DUPÉE, COMÉDIE",n.av.,1664,Comédie,moeurs françaises,Un acte,vers,LAFORGE_JOUEUSEDUPEE
tc0465,"LA FOSSE, Antoine d'Aubigny","MANLIUS CAPITOLINUS, tragédie",1698,1747,Tragédie,histoire romaine,Cinq actes,vers,LAFOSSE_MANLIUS
tc0466,"LA FOSSE, Antoine d'Aubigny","L'ÉCOLE DE LA RAISON, COMÉDIE",1698,1739,Comédie,moeurs françaises,Un acte,vers,LAFOSSEM_ECOLEDELARAISON
tc0467,"LA GRANGE CHANCEL, François-Joseph","AMASIS, TRAGÉDIE",1677,1701,Tragédie,histoire égyptienne,Cinq actes,vers,LAGRANGECHANCEL_AMASIS
tc0468,"LA HARPE, Jean-François de","LE COMTE DE WARWIK, TRAGÉDIE.",1733,1764,Tragédie,histoire anglaise,Cinq actes,vers,LAHARPE_COMTEDEWARWICK
tc0469,"LA HARPE, Jean-François de","MÉLANIE ou LA RELIGIEUSE, DRAME en trios actes et en vers",1733,1770,Drame,moeurs françaises,Trois actes,vers,LAHARPE_MELANIE
tc0470,"LA HARPE, Jean-François de","MOLIÈRE A LA NOUVELLE SALLE, OU LES AUDIENCES DE THALIE, COMÉDIE.",n.av.,1782,Comédie,mythe grec,Un acte,vers,LAHARPE_MOLIERE
tc0471,"LA HARPE, Jean-François de","LES MUSES RIVALES, COMÉDIE.",1733,1779,Comédie,mythe grec,Un acte,vers,LAHARPE_MUSESRIVALES
tc0472,"LA HARPE, Jean-François de","PHILOCTÈTE, TRAGÉDIE.",1733,1781,Tragédie,moeurs françaises,Trois actes,vers,LAHARPE_PHILOCTETE
tc0473,"LAIGNELOT, Joseph-François","AGIS, TRAGÉDIE.",n.av.,1782,Tragédie,histoire grecque,Cinq actes,vers,LAIGNELOT_AGIS
tc0474,"LA MOTTE, Antoine-Houdard de","INÈS DE CASTRO, TRAGÉDIE",n.av.,1723,Tragédie,histoire portugaise,Cinq actes,vers,LAMOTTE_INESDECASTRO
tc0475,"LA MOTTE, Antoine-Houdard de","LES MACHABÉES, TRAGÉDIE",n.av.,1722,Tragédie,bible,Cinq actes,vers,LAMOTTE_MACHABEES
tc0476,"LA MOTTE, Antoine-Houdard de","LA MATRONE D'ÉPHÈSE, COMÉDIE",n.av.,1702,Comédie,moeurs antiques,Un acte,prose,LAMOTTE_MATRONEDEPHESE
tc0477,"LA MOTTE, Antoine-Houdard de","SCANDERBERG, TRAGÉDIE",n.av.,1735,Tragédie lyrique,histoire ottomane,"Cinq actes, un prologue",vers,LAMOTTE_SCANDERBERG
tc0478,"LANTIER, Etienne François de","L'IMPATIENT, COMÉDIE.",n.av.,1779,Comédie,moeurs françaises,Un acte,vers,LANTIER_IMPATIENT
tc0479,"LEBEAU DE SCHOSME, Abbé Auguste-Théodore-Vincent  ","L'ASSEMBLÉE, COMÉDIE.",1773,1773,Comédie,moeurs françaises,Un acte,vers,LEBEAUDESCHOSNE_ASSEMBLEE
tc0480,LE BOULANGER DE CHALUSSAY,"ELOMIRE HYPOCONDRE OU LES MÉDECINS VENGÉS, COMÉDIE",n.av.,1670,Comédie,moeurs françaises,Cinq actes,vers,LEBOULANGERCHALUSSAY_ELOMIREHYPOCONDRE
tc0481,"POMPIGNAN, Jean-Jacques Lefranc, marquis de","DIDON, TRAGÉDIE .",1734,1734,Tragédie,mythe romain,Cinq actes,vers,LEFRANC_DIDON
tc0482,"LEGOUVÉ, Jean-Baptiste","ATTILIE, TRAGÉDIE.",n.av.,1776,Tragédie,histoire romaine,Cinq actes,vers,LEGOUVE_ATTILIE
tc0483,"LEGOUVÉ, Gabriel","ÉTÉOCLE, TRAGÉDIE.",n.av.,1799,Tragédie,mythe grec,Cinq actes,vers,LEGOUVE_ETEOCLE
tc0484,"LEGOUVÉ, Gabriel","LAURENCE ET ORZANO, TRAGÉDIE.",n.av.,1784,Tragédie,mythe grec,Cinq actes,vers,LEGOUVE_LAURENCEORZANO
tc0485,"LEGOUVÉ, Gabriel","POLIXÈNE, TRAGÉDIE.",n.av.,1784,Tragédie,mythe grec,Cinq actes,vers,LEGOUVE_POLIXENE
tc0486,"LEGRAND, Marc-Antoine","LA FAMILLE EXTRAVAGANTE, COMÉDIE.",n.av.,1709,Comédie,moeurs françaises,Un acte,vers,LEGRAND_FAMILLEEXTRAVAGANTE
tc0487,"LEGRAND, Marc-Antoine","LA NOUVEAUTÉ, COMÉDIE.",n.av.,1727,Comédie,moeurs françaises,Un acte,vers,LEGRAND_NOUVEAUTE
tc0488,"LEGRAND, Marc-Antoine","L'USURIER GENTILHOMME, COMÉDIE.",n.av.,1713,Comédie,moeurs françaises,Un acte,prose,LEGRAND_USURIERGENTILHOMME
tc0489,"LE MIERRE, Antoine-Marin","ARTAXERCE, TRAGÉDIE.",1768,1768,Tragédie,histoire perse,Cinq actes,vers,LEMIERRE_ARTAXERCE
tc0490,"LE MIERRE, Antoine-Marin",GUILLAUME TELL.,1766,1767,Tragédie,histoire suisse,Cinq actes,vers,LEMIERRE_GUILLAUMETELL
tc0491,"LE MIERRE, Antoine-Marin","LA VEUVE DU MALABAR, ou L'empire des coutumes.",1770,1770,Tragédie,moeurs françaises,Cinq actes,vers,LEMIERRE_VEUVEMALABAR
tc0492,"LESAGE, Alain-René","ARLEQUIN MAHOMET, COMÉDIE",n.av.,1714,Comédie,moeurs françaises,Un acte,vers,LESAGE_ARLEQUINMAHOMET
tc0493,"LESAGE, Alain-René","CRISPIN UN RIVAL DE SON MAITRE, COMÉDIE",n.av.,1707,Comédie,moeurs françaises,Un acte,prose,LESAGE_CRISPINRIVALDESONMAITRE
tc0494,LESAGE et DORNEVAL,"L'ÎLE DU GOUGOU, COMÉDIE",n.av.,1720,Comédie,moeurs françaises,Deux actes,prose,LESAGEDORNEVAL_ILEGOUGOU
tc0495,"LE TELLIER, Jean-François",DON JUAN OU LE FESTIN DE PIERRE.,n.av.,1713,Opéra comique,moeurs françaises,"Trois actes, un prologue",vers,LETELLIER_DOMJUAN
tc0496,"LE VAYER DE BOUTIGNY, Roland","LE GRAND SÉLIM OU LE COURONNEMENT TRAGIQUE, TRAGÉDIE",n.av.,1645,Tragédie,histoire ottomane,Cinq actes,vers,LEVAYER_GRANDSELIM
tc0497,"LINANT, Michel","ALZAÏDE, TRAGÉDIE",n.av.,1746,Tragédie,histoire française,Cinq actes,vers,LINANT_ALZAIDE
tc0498,"LONGEPIERRE, Hilaire de","MÉDÉE, TRAGÉDIE",n.av.,1694,Tragédie,mythe grec,Cinq actes,vers,LONGEPIERRE_MEDEE
tc0499,"MAGNON, Jean","ARTAXERXE, TRAGÉDIE",1645,1645,Tragédie,histoire perse,Cinq actes,vers,MAGNON_ARTAXERXE
tc0500,"MAGNON, Jean","JOSAPHAT, TRAGI-COMÉDIE",n.av.,1647,Tragi-comédie,bible,Cinq actes,vers,MAGNON_JOSAPHAT
tc0501,"MAGNON, Jean","LE MARIAGE D'OROONDATE ET DE STATIRA, OU LA CONCLUSION DE CASSANDRE, TRAGI-COMÉDIE",n.av.,1648,Tragi-comédie,histoire orientale,Cinq actes,vers,MAGNON_MARIAGEOROONDATE
tc0502,"MAGNON, Jean","SÉJANUS, TRAGÉDIE",1645,1647,Tragédie,histoire romaine,Cinq actes,vers,MAGNON_SEJANUS
tc0503,"MAGNON, Jean","TAMERLAN, TRAGÉDIE",1645,1648,Tragédie,histoire perse,Cinq actes,vers,MAGNON_TAMERLAN
tc0504,"MAIRET, Jean","L'ILLUSTRE CORSAIRE, TRAGI-COMÉDIE",n.av.,1640,Tragi-comédie,meours françaises,Cinq actes,vers,MAIRET_ILLUSTRECORSAIRE
tc0505,"MAIRET, Jean","SOPHONISBE, TRAGÉDIE",n.av.,1635,Tragédie,histoire romaine,Cinq actes,vers,MAIRET_SOPHONISBE
tc0506,"MARÉCHAL, Pierre-Sylvain","LE JUGEMENT DERNIER DES ROIS, PROPHÉTIE.",n.av.,1793,Comédie,histoire européenne,Un acte,prose,MARECHAL_JUGEMENTDERNIERDESROIS
tc0507,MARIVAUX,"LES ACTEURS DE BONNE FOI, COMÉDIE",n.av.,1757,Comédie,moeurs françaises,Un acte,prose,MARIVAUX _ACTEURSDEBONNEFOI
tc0508,MARIVAUX,"ANNIBAL, TRAGÉDIE.",n.av.,1720,Tragédie,histoire romaine,Cinq actes,vers,MARIVAUX_ANNIBAL
tc0509,MARIVAUX,"ARLEQUIN POLI PAR L'AMOUR, COMÉDIE",n.av.,1723,Comédie,moeurs françaises,Un acte,prose,MARIVAUX_ARLEQUINPOLIPARLAMOUR
tc0510,MARIVAUX,"LA COLONIE, COMÉDIE",n.av.,1750,Comédie,moeurs françaises,Un acte,prose,MARIVAUX_COLONIE
tc0511,MARIVAUX,"LA COMMÈRE, COMÉDIE",n.av.,1741,Comédie,moeurs françaises,Un acte,prose,MARIVAUX_COMMERE
tc0512,MARIVAUX,"LE DÉNOUEMENT IMPRÉVU, COMÉDIE.",n.av.,1727,Comédie,moeurs françaises,Un acte,prose,MARIVAUX_DENOUEMENTIMPREVU
tc0513,MARIVAUX,"LA DISPUTE, COMÉDIE",n.av.,1747,Comédie,moeurs françaises,Un acte,prose,MARIVAUX_DISPUTE
tc0514,MARIVAUX,"LA DOUBLE INCONSTANCE, COMÉDIE.",n.av.,1724,Comédie,moeurs françaises,Trois actes,prose,MARIVAUX_DOUBLEINCONSTANCE
tc0515,MARIVAUX,"L'ÉCOLE DES MÈRES, COMÉDIE.",n.av.,1732,Comédie,moeurs françaises,Un acte,mixte,MARIVAUX_ECOLEDESMERES
tc0516,MARIVAUX,"L'ÉPREUVE, COMÉDIE.",n.av.,1740,Comédie,moeurs françaises,Un acte,mixte,MARIVAUX_EPREUVE
tc0517,MARIVAUX,"LES FAUSSES CONFIDENCES, COMÉDIE",n.av.,1737,Comédie,moeurs françaises,Trois actes,prose,MARIVAUX_FAUSSESCONFIDENCES
tc0518,MARIVAUX,LA FAUSSE SUIVANTE OU LE FOURBE PUNI,n.av.,1729,Comédie,moeurs françaises,Trois actes,prose,MARIVAUX_FAUSSESUIVANTE
tc0519,MARIVAUX,"FÉLICIE, COMÉDIE",n.av.,1750,Comédie,moeurs françaises,Un acte,prose,MARIVAUX_FELICIE
tc0520,MARIVAUX,LA FEMME FIDÈLE,n.av.,1750,Comédie,moeurs françaises,Un acte,prose,MARIVAUX_FEMMEFIDELE
tc0521,MARIVAUX,L'HÉRITIER DE VILLAGE,n.av.,1729,Comédie,moeurs françaises,Un acte,prose,MARIVAUX_HERITIERDEVILLAGE
tc0522,MARIVAUX,"L'HEUREUX STRATAGÈME, COMÉDIE",n.av.,1733,Comédie,moeurs françaises,Trois actes,prose,MARIVAUX_HEUREUXSTRATAGEME
tc0523,MARIVAUX,"L'ÎLE DE LA RAISON ou les PETITS HOMMES, COMÉDIE",n.av.,1727,Comédie,moeurs françaises,"Trois actes, un prologue",prose,MARIVAUX_ILEDELARAISON
tc0524,MARIVAUX,"L'ILE DES ESCLAVES, COMÉDIE",n.av.,1725,Comédie,moeurs françaises,Un acte,prose,MARIVAUX_ILEDESESCLAVES
tc0525,MARIVAUX,"LE JEU DE L'AMOUR et DU HASARD, COMÉDIE",n.av.,1730,Comédie,moeurs françaises,Trois actes,prose,MARIVAUX_JEUDELAMOURETDUHASARD
tc0526,MARIVAUX,"LA JOIE IMPRÉVUE, COMÉDIE.",n.av.,1738,Comédie,moeurs françaises,Trois actes,prose,MARIVAUX_JOIEIMPREVUE
tc0527,MARIVAUX,"LE LEGS, COMÉDIE",n.av.,1736,Comédie,moeurs françaises,Un acte,prose,MARIVAUX_LEGS
tc0528,MARIVAUX,"LA MÉPRISE, COMÉDIE",n.av.,1739,Comédie,moeurs françaises,Un acte,prose,MARIVAUX_MEPRISE
tc0529,MARIVAUX,"LA MÈRE CONFIDENTE, COMÉDIE",n.av.,1735,Comédie,moeurs françaises,Trois actes,prose,MARIVAUX_MERECONFIDENTE
tc0530,MARIVAUX,"LE PÈRE PRUDENT ET ÉQUITABLE, COMÉDIE",n.av.,1712,Comédie,moeurs françaises,Un acte,vers,MARIVAUX_PEREPRUDENT
tc0531,MARIVAUX,"LE PETIT MAÎTRE CORRIGÉ, COMÉDIE.",n.av.,1734,Comédie,moeurs françaises,Trois actes,prose,MARIVAUX_PETITMAITRECORRIGE
tc0532,MARIVAUX,"LE PRÉJUGE VAINCU, COMÉDIE.",n.av.,1746,Comédie,moeurs françaises,Un acte,prose,MARIVAUX_PREJUGEVAINCU
tc0533,MARIVAUX,"LE PRINCE TRAVESTI, COMÉDIE.",n.av.,1727,Comédie,moeurs françaises,Trois actes,prose,MARIVAUX_PRINCETRAVESTI
tc0534,MARIVAUX,"LA PROVINCIALE, COMÉDIE.",n.av.,1750,Comédie,moeurs françaises,Un acte,prose,MARIVAUX_PROVINCIALE
tc0535,MARIVAUX,LA RÉUNION DES AMOURS,n.av.,1732,Comédie héroïque,mythe grec,Un acte,prose,MARIVAUX_REUNIONDESAMOURS
tc0536,MARIVAUX,"LA SECONDE SUPRISE DE L'AMOUR, COMÉDIE",n.av.,1728,Comédie,moeurs françaises,Trois actes,prose,MARIVAUX_SECONDESURPRISEDELAMOUR
tc0537,MARIVAUX,"LES SERMENTS INDISCRETS, COMÉDIE",n.av.,1732,Comédie,moeurs françaises,Cinq actes,prose,MARIVAUX_SERMENTSINDISCRETS
tc0538,MARIVAUX,"LES SINCÈRES, COMÉDIE",n.av.,1747,Comédie,moeurs françaises,Un acte,prose,MARIVAUX_SINCERES
tc0539,MARIVAUX,"LA SURPRISE DE L'AMOUR, COMÉDIE",n.av.,1723,Comédie,moeurs françaises,Trois actes,prose,MARIVAUX_SURPRISEDELAMOUR
tc0540,MARIVAUX,"LE TRIOMPHE DE L'AMOUR, COMÉDIE.",n.av.,1732,Comédie,moeurs françaises,Trois actes,prose,MARIVAUX_TRIOMPHEDELAMOUR
tc0541,MARIVAUX,"LE TRIOMPHE DE PLUTUS, COMÉDIE",n.av.,1739,Comédie,mythe grec,Un acte,prose,MARIVAUX_TRIOMPHEPLUTUS
tc0542,"MARMONTEL, Jean-François","HERCULE MOURANT, COMÉDIE GALANTE.",1661,1761,Opéra,moeurs françaises,Cinq actes,vers,MARMONTEL_HERCULEMOURANT
tc0543,"MATHIEU, Pierre","LA MAGICIENNE ÉTRANGÈRE, TRAGÉDIE.",1617,1617,Tragédie,histoire française,Quatre actes,vers,MATHIEU_MAGICIENNEETRANGERE
tc0544,"MERCIER, Louis-Sébatsien","LA DESTRUCTION DE LA LIGUE, ou LA RÉDUCTION DE PARIS.",1782,1783,Drame,histoire de france,Cinq actes,prose,MERCIER_DESTRUCTIONDELALIGUE
tc0545,"MERCIER, Louis-Sébatsien","L'HABITANT DE LA GUADELOUPE, ou LA RÉDUCTION DE PARIS.",1782,1786,Drame,moeurs françaises,Trois actes,prose,MERCIER_HABITANTGUADELOUPE
tc0546,"MERCIER, Louis-Sébatsien","LES TOMBEAUX DE VÉRONE, TRAGI-COMÉDIE.",1782,1783,Drame,moeurs italiennes,Cinq actes,prose,MERCIER_TOMBEAUXDEVERONE
tc0547,MERLE et DESESSARTS,"À BAS MOLIÈRE, PIÈCE EN UN ACTE.",n.av.,1809,Pièce,moeurs françaises,Un acte,mixte,MERLE_ABASMOLIERE
tc0548,Molière,"LES AMANTS MAGNIFIQUES, COMÉDIE.",n.av.,1670,Comédie,moeurs françaises,Cinq actes,mixte,MOLIERE_AMANTSMAGNIFIQUES
tc0549,Molière,"L'AMOUR MÉDECIN, COMÉDIE ",n.av.,1665,Comédie,moeurs françaises,Trois actes,prose,MOLIERE_AMOURMEDECIN
tc0550,MOLIÈRE,"AMPHYTRION, COMÉDIE",n.av.,1668,Comédie,mythe grec,"Trois actes, un prologue",vers,MOLIERE_AMPHITRYON
tc0551,MOLIÈRE,"L´AVARE, COMÉDIE",n.av.,1669,Comédie,moeurs françaises,Cinq actes,prose,MOLIERE_AVARE
tc0552,MOLIÈRE,"LE BOURGEOIS GENTILHOMME, COMÉDIE-BALLET",1669,1670,Comédie-ballet,moeurs françaises,Cinq actes,mixte,MOLIERE_BOURGEOISGENTILHOMME
tc0553,MOLIÈRE,"LA COMTESSE D'ESCARBAGNAS, COMÉDIE",1666,1671,Comédie,moeurs françaises,Un acte,prose,MOLIERE_COMTESSEESCARBAGNAS
tc0554,MOLIERE,"LA CRITIQUE DE L'ÉCOLE DES FEMMES, COMÉDIE.",1663,1673,Comédie,moeurs françaises,Un acte,prose,MOLIERE_CRITIQUEECOLEDESFEMMES
tc0555,MOLIÈRE,LE DÉPIT AMOUREUX,1656,1656,Comédie,moeurs françaises,Cinq actes,vers,MOLIERE_DEPITAMOUREUX
tc0556,MOLIÈRE,"LE DIVERTISSEMENT DE CHAMBORD, BALLET",1666,1670,Ballet,moeurs françaises,Trois actes,vers,MOLIERE_DIVERTISSEMENTCHAMBORD
tc0557,MOLIÈRE,"DON GARCIE DE NAVARRE, COMÉDIE",n.av.,1661,Comédie,moeurs espagnoles,Cinq actes,vers,MOLIERE_DOMGARCIEDENAVARRE
tc0558,MOLIÈRE,"DON JUAN ou LE FESTIN DE PIERRE, COMÉDIE ",n.av.,1682,Comédie,moeurs italiennes,Cinq actes,prose,MOLIERE_DOMJUAN
tc0559,MOLIÈRE,"L'ÉCOLE DES FEMMES, COMÉDIE.",1662,1662,Comédie,moeurs françaises,Cinq actes,vers,MOLIERE_ECOLEDESFEMMES
tc0560,MOLIÈRE,"L'ÉCOLE DES MARIS, COMÉDIE",n.av.,1661,Comédie,moeurs françaises,Trois actes,vers,MOLIERE_ECOLEDESMARIS
tc0561,MOLIÈRE,"L'ÉTOURDI ou LES CONTRE-TEMPS, COMÉDIE",1655,1655,Comédie,moeurs françaises,Cinq actes,vers,MOLIERE_ETOURDI
tc0562,MOLIÈRE,"LES FÂCHEUX, COMÉDIE",1661,1662,Comédie-ballet,moeurs françaises,"Trois actes, un prologue",vers,MOLIERE_FACHEUX
tc0563,MOLIERE,"LES FEMMES SAVANTES, COMÉDIE",1672,1672,Comédie,moeurs françaises,Cinq actes,vers,MOLIERE_FEMMESSAVANTES
tc0564,MOLIERE,"LE FESTIN DE PIERRE, COMÉDIE ",n.av.,1665,Comédie,moeurs italiennes,Cinq actes,prose,MOLIERE_FESTINDEPIERRE
tc0565,MOLIÈRE,"LES FOURBERIES DE SCAPIN, COMÉDIE",n.av.,1671,Comédie,moeurs françaises,Trois actes,prose,MOLIERE_FOURBERIESDESCAPIN
tc0566,Molière,"GEORGE DANDIN ou LE MARI CONFONDU, COMÉDIE ",n.av.,1669,Comédie,moeurs françaises,Trois actes,prose,MOLIERE_GEORGEDANDIN
